Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,17.600000381469727,17.600000381469727,17.600000381469727,17.600000381469727,0,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,0,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,0,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,0,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,17.0,17.0,17.0,17.0,0,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,17.0,17.0,17.0,17.0,0,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,0,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,0,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,0,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,0,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,0,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,18.399999618530273,18.399999618530273,18.399999618530273,18.399999618530273,0,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,18.299999237060547,18.299999237060547,18.299999237060547,18.299999237060547,0,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,18.299999237060547,18.299999237060547,18.299999237060547,18.299999237060547,0,0.0,0.0,0.0
2000-01-27 00:00:00-05:00,18.399999618530273,18.399999618530273,18.399999618530273,18.399999618530273,0,0.0,0.0,0.0
2000-01-28 00:00:00-05:00,18.899999618530273,18.899999618530273,18.899999618530273,18.899999618530273,0,0.0,0.0,0.0
2000-01-31 00:00:00-05:00,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0,0.0,0.0,0.0
2000-02-01 00:00:00-05:00,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0.0,0.0,0.0
2000-02-02 00:00:00-05:00,18.31999969482422,18.31999969482422,18.31999969482422,18.31999969482422,0,0.0,0.0,0.0
2000-02-03 00:00:00-05:00,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,0.0,0.0,0.0
2000-02-04 00:00:00-05:00,18.0,18.0,18.0,18.0,0,0.0,0.0,0.0
2000-02-07 00:00:00-05:00,18.0,18.0,18.0,18.0,0,0.0,0.0,0.0
2000-02-08 00:00:00-05:00,17.700000762939453,17.700000762939453,17.700000762939453,17.700000762939453,0,0.0,0.0,0.0
2000-02-09 00:00:00-05:00,17.5,17.5,17.5,17.5,0,0.0,0.0,0.0
