Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-19 00:00:00-05:00,24.2706209277782,24.280225666994085,24.265817642211914,24.265817642211914,2500,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,24.309038248905264,24.33785246678545,24.309038248905264,24.32344627380371,1700,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,24.33785246678545,24.33785246678545,24.32344627380371,24.32344627380371,1300,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,24.32824705867456,24.32824705867456,24.313840866088867,24.313840866088867,900,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,24.328247727492055,24.33785246678545,24.32344627380371,24.32344627380371,1400,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,24.376269142379044,24.405083359727705,24.376269142379044,24.40028190612793,4800,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,24.357059478759766,24.357059478759766,24.357059478759766,24.357059478759766,300,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,24.39068031311035,24.39068031311035,24.39068031311035,24.39068031311035,200,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,24.36667118257217,24.36667118257217,24.347461700439453,24.347461700439453,100,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,24.36570762180368,24.40508650768457,24.36570762180368,24.39068031311035,900,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,24.347456560013725,24.35706129905226,24.342653274536133,24.342653274536133,300,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,24.309042070314796,24.33785629272461,24.309042070314796,24.33785629272461,500,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,24.41468809884392,24.41468809884392,24.40028190612793,24.40028190612793,200,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,24.41468992140394,24.41468992140394,24.385875701904297,24.385875701904297,200,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,24.385876349431523,24.395481089519773,24.366668701171875,24.366668701171875,6500,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,24.39548110961914,24.39548110961914,24.39548110961914,24.39548110961914,0,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,24.385875701904297,24.385875701904297,24.385875701904297,24.385875701904297,0,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,24.32344627380371,24.32344627380371,24.32344627380371,24.32344627380371,100,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,24.280225666994085,24.280225666994085,24.265817642211914,24.265817642211914,500200,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,24.24180658909816,24.25141132826609,24.200507859401082,24.20819091796875,1400,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,24.174575805664062,24.174575805664062,24.174575805664062,24.174575805664062,100,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,24.193788528442383,24.197630058330105,24.193788528442383,24.193788528442383,400,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,24.155366897583008,24.155366897583008,24.155366897583008,24.155366897583008,100,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,24.1553656588249,24.174575137073536,24.14576091970058,24.16497039794922,900,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,24.193784626824517,24.193784626824517,24.17937660217285,24.17937660217285,100,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,24.169776916503906,24.169776916503906,24.169776916503906,24.169776916503906,100,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,24.25141347481429,24.261018214832355,24.24757194519043,24.24757194519043,700,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,24.270624827722216,24.299437218082915,24.26102008696299,24.280229568481445,1200,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,24.41948890686035,24.41948890686035,24.41948890686035,24.41948890686035,0,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,24.534927368164062,24.534927368164062,24.534927368164062,24.534927368164062,100,0.04,0.0,0.0
2024-02-02 00:00:00-05:00,24.356966018676758,24.356966018676758,24.356966018676758,24.356966018676758,100,0.0,0.0,0.0
