Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-03-12 00:00:00-05:00,2.029124188231183,2.4349486881104343,1.992230744817628,2.3427155017852783,28573200,0.0,0.0
1993-03-15 00:00:00-05:00,2.3796081738546513,2.398054467373376,2.287375017426648,2.31504487991333,6580800,0.0,0.0
1993-03-16 00:00:00-05:00,2.287375652100839,2.324269093792238,2.2320359117724524,2.2597057819366455,3928800,0.0,0.0
1993-03-17 00:00:00-05:00,2.2320343327557453,2.2689277483474926,2.1398020604016184,2.176694631576538,3170400,0.0,0.0
1993-03-18 00:00:00-05:00,2.2320366025336402,2.250483751296997,2.176696845078941,2.250483751296997,735600,0.0,0.0
1993-03-19 00:00:00-05:00,2.1951432786489633,2.250483018073581,2.1951432786489633,2.2320358753204346,542400,0.0,0.0
1993-03-22 00:00:00-05:00,2.2135895176937708,2.2504829577944627,2.102910041809082,2.102910041809082,1749600,0.0,0.0
1993-03-23 00:00:00-05:00,2.1398042363875986,2.250483751296997,2.0660173301695424,2.250483751296997,2000400,0.0,0.0
1993-03-24 00:00:00-05:00,2.21358928025327,2.250482716396591,2.139803252383927,2.195142984390259,1009200,0.0,0.0
1993-03-25 00:00:00-05:00,2.1951432198521186,2.1951432198521186,2.102910041809082,2.102910041809082,1035600,0.0,0.0
1993-03-26 00:00:00-05:00,2.1398034819097744,2.1398034819097744,2.102910041809082,2.102910041809082,1326000,0.0,0.0
1993-03-29 00:00:00-05:00,2.139803106970324,2.1766956961892543,2.066016239697983,2.093686103820801,518400,0.0,0.0
1993-03-30 00:00:00-05:00,2.1398034819097744,2.1398034819097744,2.06601660170839,2.102910041809082,649200,0.0,0.0
1993-03-31 00:00:00-05:00,2.1029099644841374,2.1029099644841374,2.04757022857666,2.04757022857666,1665600,0.0,0.0
1993-04-01 00:00:00-05:00,2.04757022857666,2.1029099644841374,2.0291239314132867,2.04757022857666,316800,0.0,0.0
1993-04-02 00:00:00-05:00,2.0475704715938168,2.0475704715938168,1.8999975435199747,1.9553372859954834,1820400,0.0,0.0
1993-04-05 00:00:00-04:00,1.9737845913188923,2.029124338323931,1.899997699033823,1.9922308921813965,1450800,0.0,0.0
1993-04-06 00:00:00-04:00,2.0660169400489394,2.0660169400489394,1.9922308921813965,1.9922308921813965,1084800,0.0,0.0
1993-04-07 00:00:00-04:00,1.955337231154535,2.010676972077941,1.9184446334838867,1.9184446334838867,1216800,0.0,0.0
1993-04-08 00:00:00-04:00,1.8999967226345689,1.9737835770009255,1.863104139868483,1.8815504312515259,990000,0.0,0.0
1993-04-12 00:00:00-04:00,1.8446579137725871,1.881551359149992,1.8262116132926394,1.863105058670044,1232400,0.0,0.0
1993-04-13 00:00:00-04:00,1.844657358454159,1.8815507927251087,1.7893176292563617,1.8077647686004639,2005200,0.0,0.0
1993-04-14 00:00:00-04:00,1.8446570040683476,1.8815504312515259,1.8077644213022617,1.8815504312515259,3022800,0.0,0.0
1993-04-15 00:00:00-04:00,1.8815503337166526,1.8815503337166526,1.826210618019104,1.826210618019104,412800,0.0,0.0
1993-04-16 00:00:00-04:00,1.826210618019104,1.8815503337166526,1.826210618019104,1.826210618019104,188400,0.0,0.0
1993-04-19 00:00:00-04:00,1.8631044977982611,1.8631044977982611,1.8077647686004639,1.8077647686004639,628800,0.0,0.0
1993-04-20 00:00:00-04:00,1.8077647686004639,1.844657358454159,1.8077647686004639,1.8077647686004639,214800,0.0,0.0
1993-04-21 00:00:00-04:00,1.8446575822086508,1.8446575822086508,1.7708715491338591,1.7893178462982178,588000,0.0,0.0
1993-04-22 00:00:00-04:00,1.8262107126853047,1.8815504312515259,1.7893172855021262,1.8815504312515259,382800,0.0,0.0
1993-04-23 00:00:00-04:00,1.8999971151351929,1.8999971151351929,1.8262110899432418,1.8999971151351929,118800,0.0,0.0
1993-04-26 00:00:00-04:00,1.899996624143486,1.899996624143486,1.826210618019104,1.826210618019104,187200,0.0,0.0
1993-04-27 00:00:00-04:00,1.8631052442577367,2.0291244983673096,1.807765492887879,2.0291244983673096,1040400,0.0,0.0
1993-04-28 00:00:00-04:00,2.0291244842531846,2.0291244842531846,1.9737847332682577,2.0106773376464844,348000,0.0,0.0
1993-04-29 00:00:00-04:00,1.973783254623413,1.973783254623413,1.9368898334660276,1.973783254623413,319200,0.0,0.0
1993-04-30 00:00:00-04:00,1.9553376002624374,2.084464249737167,1.9553376002624374,2.0291244983673096,1194000,0.0,0.0
1993-05-03 00:00:00-04:00,2.0291239374331074,2.139803409576416,2.0291239374331074,2.139803409576416,499200,0.0,0.0
1993-05-04 00:00:00-04:00,2.139803409576416,2.139803409576416,2.0844636735047617,2.139803409576416,242400,0.0,0.0
1993-05-05 00:00:00-04:00,2.0844644789328997,2.3242698130973674,2.0844644789328997,2.250483751296997,1215600,0.0,0.0
1993-05-06 00:00:00-04:00,2.250482716396591,2.2873753081226136,2.1582495482469386,2.195142984390259,598800,0.0,0.0
1993-05-07 00:00:00-04:00,2.1951432786489633,2.287375614745052,2.1951432786489633,2.2320358753204346,472800,0.0,0.0
1993-05-10 00:00:00-04:00,2.232035249391405,2.342714697202833,2.232035249391405,2.287374973297119,349200,0.0,0.0
1993-05-11 00:00:00-04:00,2.324268736490389,2.324268736490389,2.2689290046691895,2.2689290046691895,391200,0.0,0.0
1993-05-12 00:00:00-04:00,2.2689290046691895,2.3058224406890875,2.2689290046691895,2.2689290046691895,145200,0.0,0.0
1993-05-13 00:00:00-04:00,2.3058221108771395,2.3058221108771395,2.250482386971426,2.287374973297119,303600,0.0,0.0
1993-05-14 00:00:00-04:00,2.287375300470491,2.3058224406890875,2.250482708867888,2.2689290046691895,204000,0.0,0.0
1993-05-17 00:00:00-04:00,2.3058221108771395,2.3242684040399864,2.2689286801342723,2.287374973297119,142800,0.0,0.0
1993-05-18 00:00:00-04:00,2.3242684040399864,2.3242684040399864,2.287374973297119,2.287374973297119,802800,0.0,0.0
1993-05-19 00:00:00-04:00,2.3242689841367024,2.3796087218542428,2.3242689841367024,2.3611624240875244,1312800,0.0,0.0
1993-05-20 00:00:00-04:00,2.3427160363165336,2.3980557918548584,2.3427160363165336,2.3980557918548584,265200,0.0,0.0
1993-05-21 00:00:00-04:00,2.3427155017852783,2.3796089451988336,2.3427155017852783,2.3427155017852783,223200,0.0,0.0
1993-05-24 00:00:00-04:00,2.3611626457007877,2.3611626457007877,2.3427155017852783,2.3427155017852783,222000,0.0,0.0
1993-05-25 00:00:00-04:00,2.361162013010731,2.361162013010731,2.2873751459553335,2.3242685794830322,372000,0.0,0.0
1993-05-26 00:00:00-04:00,2.2689287220990217,2.28737501560304,2.213588997169777,2.2412588596343994,844800,0.0,0.0
1993-05-27 00:00:00-04:00,2.268929012259602,2.268929012259602,2.195142984390259,2.195142984390259,200400,0.0,0.0
1993-05-28 00:00:00-04:00,2.1951431456480703,2.2135894428661684,2.10290997072286,2.139803409576416,676800,0.0,0.0
1993-06-01 00:00:00-04:00,2.1398034819097744,2.1398034819097744,2.102910041809082,2.102910041809082,94800,0.0,0.0
1993-06-02 00:00:00-04:00,2.1213562679409583,2.139803409576416,2.10290997072286,2.139803409576416,452400,0.0,0.0
1993-06-03 00:00:00-04:00,2.1213562679409583,2.139803409576416,2.10290997072286,2.139803409576416,670800,0.0,0.0
1993-06-04 00:00:00-04:00,2.102910041809082,2.158249779751426,2.102910041809082,2.102910041809082,874800,0.0,0.0
1993-06-07 00:00:00-04:00,2.084463227198576,2.1398029514213945,1.9922300720214845,2.075239658355713,1143600,0.0,0.0
1993-06-08 00:00:00-04:00,2.029124338323931,2.0567942118264506,1.9368911451763577,1.9922308921813965,1207200,0.0,0.0
1993-06-09 00:00:00-04:00,1.936890721321106,1.9922304562159947,1.8999972832520662,1.936890721321106,490800,0.0,0.0
1993-06-10 00:00:00-04:00,1.9368898334660276,2.029122964151014,1.9368898334660276,1.973783254623413,586800,0.0,0.0
1993-06-11 00:00:00-04:00,2.0291247214782,2.287376359988339,2.0199011470965216,2.250483751296997,2109600,0.0,0.0
1993-06-14 00:00:00-04:00,2.2689290046691895,2.324268736490389,2.2320355686492914,2.2689290046691895,949200,0.0,0.0
