Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-09-28 00:00:00-04:00,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,500,0.0,0.0,0.0
1999-09-29 00:00:00-04:00,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0,0.0,0.0,0.0
1999-09-30 00:00:00-04:00,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,500,0.0,0.0,0.0
1999-10-01 00:00:00-04:00,1.899999976158142,2.1500000953674316,1.899999976158142,2.1500000953674316,7200,0.0,0.0,0.0
1999-10-04 00:00:00-04:00,2.0999999046325684,2.0999999046325684,2.0,2.0,8000,0.0,0.0,0.0
1999-10-05 00:00:00-04:00,1.7999999523162842,2.1500000953674316,1.7999999523162842,2.1500000953674316,2500,0.0,0.0,0.0
1999-10-06 00:00:00-04:00,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0,0.0,0.0,0.0
1999-10-07 00:00:00-04:00,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,500,0.0,0.0,0.0
1999-10-08 00:00:00-04:00,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,1300,0.0,0.0,0.0
1999-10-11 00:00:00-04:00,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0,0.0,0.0,0.0
1999-10-12 00:00:00-04:00,2.0,2.0,2.0,2.0,1000,0.0,0.0,0.0
1999-10-13 00:00:00-04:00,1.899999976158142,2.0999999046325684,1.899999976158142,2.0999999046325684,2200,0.0,0.0,0.0
1999-10-14 00:00:00-04:00,1.9500000476837158,1.9500000476837158,1.899999976158142,1.899999976158142,6200,0.0,0.0,0.0
1999-10-15 00:00:00-04:00,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,0,0.0,0.0,0.0
1999-10-18 00:00:00-04:00,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,0,0.0,0.0,0.0
1999-10-19 00:00:00-04:00,1.899999976158142,2.140000104904175,1.899999976158142,2.140000104904175,2400,0.0,0.0,0.0
1999-10-20 00:00:00-04:00,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,0,0.0,0.0,0.0
1999-10-21 00:00:00-04:00,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,0,0.0,0.0,0.0
1999-10-22 00:00:00-04:00,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,2000,0.0,0.0,0.0
1999-10-25 00:00:00-04:00,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,0,0.0,0.0,0.0
1999-10-26 00:00:00-04:00,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1000,0.0,0.0,0.0
1999-10-27 00:00:00-04:00,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0,0.0,0.0,0.0
1999-10-28 00:00:00-04:00,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,2500,0.0,0.0,0.0
