Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-16 00:00:00-04:00,24.250067929816655,24.382394718467122,23.946207453791686,24.103038787841797,96100,0.0,0.0,0.0
2023-05-17 00:00:00-04:00,23.897195520637943,24.25300778713549,23.897195520637943,24.132444381713867,91000,0.0,0.0,0.0
2023-05-18 00:00:00-04:00,24.005018056234594,24.10303810463174,23.730562294637963,23.89719581604004,93000,0.0,0.0,0.0
2023-05-19 00:00:00-04:00,23.81878149549014,24.04422818040011,23.779574595664727,23.857990264892578,82600,0.0,0.0,0.0
2023-05-22 00:00:00-04:00,24.161847504300788,24.20105626843714,24.1138180769375,24.12264060974121,125100,0.0,0.0,0.0
2023-05-23 00:00:00-04:00,23.85798784795421,23.946205700595744,23.72076090810153,23.759967803955078,85500,0.0,0.0,0.0
2023-05-24 00:00:00-04:00,23.632542398606372,23.632542398606372,23.436502316056934,23.554126739501953,63300,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,23.514919852130642,23.514919852130642,23.299277239775023,23.32868194580078,45100,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,23.51491682649544,23.866808551828885,23.45610555243416,23.701154708862305,127300,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,23.563929162215867,23.57863151419972,23.28947341786417,23.3776912689209,42000,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,23.269869030217457,23.269869030217457,22.93660200842921,23.152246475219727,75000,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,23.1130391855803,23.60313755836154,22.89837623291165,23.446306228637695,153700,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,23.83838299559361,24.04422527089412,23.759967335854554,23.887393951416016,154600,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,23.84818449760484,23.916797964196654,23.78937322189425,23.90699577331543,68200,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,23.78937414813232,24.201056833288785,23.78937414813232,24.161848068237305,114400,0.0,0.0,0.0
